Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
Mochila,esporte e lazer,111.21,6.4527024606,20/10/2021,Pedro Gomes,RJ,5,cupom,1,-22.25,-42.66
Mesa de centro,moveis,295.35,13.3109380344,13/06/2021,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
Bola de vôlei,esporte e lazer,69.91,1.3069362489,25/04/2021,Bruno Rodrigues,MG,5,cartao_credito,2,-18.1,-44.38
Bola de basquete,esporte e lazer,35.34,0.0,17/03/2023,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
Jogo de panelas,utilidades domesticas,239.15,13.2651225654,18/06/2022,Mariana Ferreira,RJ,5,cartao_credito,10,-22.25,-42.66
Secadora de roupas,eletrodomesticos,1382.07,74.2780818261,17/09/2020,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,177.77,7.0501567625,11/08/2021,Lucas Oliveira,MG,5,cartao_credito,2,-18.1,-44.38
Micro-ondas,eletrodomesticos,474.44,22.8469417593,17/12/2022,Camila Ribeiro,SP,5,cartao_credito,4,-22.19,-48.79
Geladeira,eletrodomesticos,2112.82,113.027573774,07/01/2022,Pedro Gomes,SP,5,cartao_credito,3,-22.19,-48.79
Iniciando em programação,livros,52.77,0.0,11/09/2021,Mariana Ferreira,SP,3,cartao_credito,1,-22.19,-48.79
Xadrez de madeira,brinquedos,46.06,2.9836609581,31/03/2022,Bianca Santos,RS,5,cartao_credito,3,-30.17,-53.5
Mochila,esporte e lazer,118.94,3.9176362469,18/11/2021,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
Faqueiro,utilidades domesticas,79.87,1.8372762852,23/08/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Carrinho controle remoto,brinquedos,71.18,1.3745599282,16/04/2021,Larissa Alves,SP,3,cartao_debito,1,-22.19,-48.79
Poltrona,moveis,324.35,17.553787633,25/12/2022,Juliana Costa,SP,4,cartao_credito,5,-22.19,-48.79
Cômoda,moveis,351.64,21.8875884477,18/02/2021,Bruno Rodrigues,SP,1,boleto,1,-22.19,-48.79
Mochila,esporte e lazer,110.64,6.4223516753,25/05/2022,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
Fogão,eletrodomesticos,1288.94,68.9153032569,15/04/2021,Isabella Pereira,GO,4,cartao_credito,2,-15.98,-49.86
Sofá retrátil,moveis,927.55,46.9736861215,10/04/2022,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,3646.66,194.4624511868,19/04/2022,Camila Ribeiro,GO,5,cartao_credito,3,-15.98,-49.86
Poltrona,moveis,290.96,13.0771837412,22/02/2022,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
Lava louças,eletrodomesticos,1586.47,82.0591938242,15/08/2021,João Souza,RJ,3,cartao_credito,3,-22.25,-42.66
Guarda roupas,moveis,689.26,37.2321259528,16/07/2022,Beatriz Moraes,SP,1,cartao_credito,1,-22.19,-48.79
Guarda roupas,moveis,691.86,37.5264757564,05/03/2021,Camila Ribeiro,RJ,3,boleto,1,-22.25,-42.66
Ciência de dados com python,livros,75.04,1.5800933158,01/04/2022,Bianca Santos,RO,2,cartao_credito,7,-10.83,-63.34
Cama box,moveis,588.13,28.9005922339,26/04/2022,Larissa Alves,SP,5,cartao_debito,1,-22.19,-48.79
Impressora,eletronicos,378.22,26.5186915267,15/12/2022,Bianca Santos,SP,4,cartao_credito,8,-22.19,-48.79
Ciência de dados com python,livros,81.5,1.9240688815,10/05/2021,Camila Ribeiro,GO,5,cartao_credito,2,-15.98,-49.86
Jogo de panelas,utilidades domesticas,255.59,13.8981753943,15/07/2020,Bianca Santos,CE,1,cartao_credito,1,-5.2,-39.53
Violão,instrumentos musicais,400.47,18.908261791,04/09/2020,Mariana Ferreira,SC,5,cartao_credito,1,-27.45,-50.95
Carrinho controle remoto,brinquedos,91.48,2.4554738576,11/12/2022,Camila Ribeiro,CE,5,cartao_credito,1,-5.2,-39.53
Micro-ondas,eletrodomesticos,1094.28,59.155533139,26/11/2020,Lucas Oliveira,SC,1,cartao_credito,8,-27.45,-50.95
Guarda roupas,moveis,638.25,34.8733075613,15/11/2020,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
Cadeira de escritório,moveis,601.63,29.6194266205,29/01/2020,Pedro Gomes,PR,5,boleto,1,-24.89,-51.55
Guitarra,instrumentos musicais,1059.95,54.0235878089,29/05/2020,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
Blocos de montar,brinquedos,44.07,3.0336070702,18/04/2021,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
Guarda roupas,moveis,645.85,35.2779846975,28/02/2022,Pedro Gomes,RJ,4,cartao_credito,1,-22.25,-42.66
Cama king,moveis,539.49,29.2573240214,21/03/2020,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
Bola de vôlei,esporte e lazer,79.81,4.7807469244,09/02/2020,Lucas Oliveira,PE,1,cartao_credito,9,-8.38,-37.86
Carrinho controle remoto,brinquedos,102.98,5.7665011033,30/06/2020,Bruno Rodrigues,GO,1,cartao_credito,1,-15.98,-49.86
Xadrez de madeira,brinquedos,29.46,0.0,14/12/2022,João Souza,SP,5,boleto,1,-22.19,-48.79
Jogo de tabuleiro,brinquedos,333.13,18.6265854855,15/01/2022,Rafael Costa,SC,3,cartao_credito,3,-27.45,-50.95
Cubo mágico 8x8,brinquedos,20.49,1.3741567665,20/02/2020,Lucas Oliveira,SP,1,cartao_credito,1,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1639.33,84.8738298,09/06/2022,Mariana Ferreira,RJ,4,boleto,1,-22.25,-42.66
Mesa de centro,moveis,265.98,14.451411637,15/08/2022,Pedro Gomes,AL,1,cartao_credito,2,-9.62,-36.82
Xadrez de madeira,brinquedos,41.49,2.4979944935,20/12/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
Corda de pular,esporte e lazer,34.27,2.1079003107,25/10/2020,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
Carrinho controle remoto,brinquedos,108.27,6.0538285923,23/09/2020,Beatriz Moraes,DF,5,cartao_credito,10,-15.83,-47.86
Corda de pular,esporte e lazer,26.4,0.0,05/12/2021,Mariana Ferreira,GO,2,cupom,1,-15.98,-49.86
Xadrez de madeira,brinquedos,45.19,0.0,20/12/2020,Bianca Santos,MG,5,cartao_credito,3,-18.1,-44.38
Lavadora de roupas,eletrodomesticos,1732.01,92.5074478234,22/04/2021,Larissa Alves,MG,5,cartao_credito,4,-18.1,-44.38
Secadora de roupas,eletrodomesticos,1162.84,63.3168470544,25/06/2022,Lucas Oliveira,GO,5,cartao_credito,10,-15.98,-49.86
Secadora de roupas,eletrodomesticos,1910.49,99.3122840412,11/05/2021,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
Corda de pular,esporte e lazer,21.88,0.0,01/02/2022,Larissa Alves,SC,5,cartao_credito,5,-27.45,-50.95
Mesa de centro,moveis,210.13,20.2831767091,28/07/2022,Rafael Costa,SP,2,cupom,1,-22.19,-48.79
Bicicleta,esporte e lazer,493.32,23.8522449607,12/03/2022,Pedro Gomes,RJ,5,boleto,1,-22.25,-42.66
Violão,instrumentos musicais,260.22,14.3870366783,24/01/2021,Pedro Gomes,MG,5,cartao_credito,2,-18.1,-44.38
Carrinho controle remoto,brinquedos,76.46,4.9596801524,21/03/2022,Felipe Santos,RS,5,cartao_credito,5,-30.17,-53.5
Assistente virtual,eletronicos,244.48,10.6022635719,11/07/2020,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
Mesa de centro,moveis,219.09,12.196987914,18/03/2021,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
Bola de basquete,esporte e lazer,96.96,2.7472673716,23/08/2020,Lucas Oliveira,SP,4,cartao_credito,3,-22.19,-48.79
Geladeira,eletrodomesticos,2287.87,119.4066337298,02/08/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Bateria,instrumentos musicais,1473.13,76.0241797967,11/03/2023,Rafael Costa,SP,1,cartao_credito,3,-22.19,-48.79
Bateria,instrumentos musicais,975.92,49.5492431051,08/09/2022,Thiago Silva,SP,5,cartao_credito,4,-22.19,-48.79
Bola de vôlei,esporte e lazer,50.42,10.4867229339,23/01/2023,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
Cama box,moveis,802.93,43.0423837746,27/02/2020,Beatriz Moraes,SP,4,cartao_credito,10,-22.19,-48.79
Bateria,instrumentos musicais,1053.77,57.509197681,08/01/2020,Felipe Santos,RJ,5,cartao_credito,3,-22.25,-42.66
Cadeira de escritório,moveis,466.2,31.9100505532,28/09/2022,Camila Ribeiro,RJ,4,cartao_credito,10,-22.25,-42.66
Iniciando em programação,livros,57.96,3.7732077835,15/06/2021,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
Violão,instrumentos musicais,264.99,21.1962233741,24/05/2021,Mariana Ferreira,PR,5,boleto,1,-24.89,-51.55
Bicicleta,esporte e lazer,881.61,44.5275193276,06/04/2021,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
Sofá retrátil,moveis,905.91,54.4789175436,28/04/2020,Felipe Santos,MG,5,cartao_debito,1,-18.1,-44.38
Assistente virtual,eletronicos,307.81,16.673082392,09/02/2023,Lucas Oliveira,SP,3,cartao_credito,12,-22.19,-48.79
Poltrona,moveis,313.34,16.973189159,22/02/2021,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
Tablet ABXY,eletronicos,1427.48,82.2509509505,03/08/2020,Beatriz Moraes,SP,3,cartao_credito,7,-22.19,-48.79
Violão,instrumentos musicais,556.95,30.1870164947,14/08/2022,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
Modelagem preditiva,livros,89.19,5.6889470126,22/01/2023,Beatriz Moraes,MG,2,cartao_credito,8,-18.1,-44.38
Celular ABXY,eletronicos,1763.75,94.4406464175,01/09/2021,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
Fogão,eletrodomesticos,1315.17,67.6132850041,22/09/2021,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
Fone de ouvido,eletronicos,158.11,6.0033209077,22/12/2021,Beatriz Moraes,RS,1,cartao_credito,1,-30.17,-53.5
Pandeiro,instrumentos musicais,75.76,4.3171179921,31/10/2021,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
Bateria,instrumentos musicais,1084.58,55.3350612119,15/09/2022,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
Bateria,instrumentos musicais,781.79,42.5678133922,20/02/2023,Juliana Costa,SP,1,cartao_credito,4,-22.19,-48.79
Bola de vôlei,esporte e lazer,53.26,0.0,06/09/2021,Thiago Silva,PR,4,cartao_credito,1,-24.89,-51.55
Ciência de dados com python,livros,59.0,0.0,27/11/2020,Isabella Pereira,SP,5,cartao_credito,2,-22.19,-48.79
Modelagem preditiva,livros,105.58,5.9049432815,28/01/2021,Bruno Rodrigues,DF,5,cartao_credito,3,-15.83,-47.86
Poltrona,moveis,295.83,16.6404726989,30/01/2022,Camila Ribeiro,SP,3,boleto,1,-22.19,-48.79
Panela de pressão,utilidades domesticas,91.73,5.1731233513,19/09/2021,Lucas Oliveira,DF,4,cartao_credito,6,-15.83,-47.86
Cama box,moveis,527.76,25.6860713513,06/05/2022,Juliana Costa,DF,5,cartao_credito,6,-15.83,-47.86
Boneca bebê,brinquedos,55.02,0.0,29/10/2021,Juliana Costa,CE,5,cartao_credito,1,-5.2,-39.53
Bola de vôlei,esporte e lazer,71.58,1.3958587249,18/01/2020,Larissa Alves,SC,5,cupom,1,-27.45,-50.95
Fone de ouvido,eletronicos,91.37,5.7535927971,08/07/2022,Isabella Pereira,MT,3,cartao_credito,3,-12.64,-55.42
Dinossauro Rex,brinquedos,21.43,1.4242089386,09/07/2022,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
Headset,eletronicos,95.91,2.6913580304,20/08/2021,Beatriz Moraes,PR,1,cartao_credito,1,-24.89,-51.55
Fogão,eletrodomesticos,1370.35,80.7690245516,05/01/2021,Rafael Costa,SP,4,cartao_credito,1,-22.19,-48.79
Smartwatch,eletronicos,163.4,6.2849974932,02/10/2021,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
Fone de ouvido,eletronicos,128.85,4.4453139336,22/08/2022,Bianca Santos,GO,2,cartao_credito,3,-15.98,-49.86
Faqueiro,utilidades domesticas,56.58,0.0,28/01/2020,Thiago Silva,MT,1,cartao_credito,3,-12.64,-55.42
Panela de pressão,utilidades domesticas,123.89,12.976384154,08/03/2021,Thiago Silva,ES,5,cartao_credito,2,-19.19,-40.34
Ciência de dados com python,livros,73.36,4.5932114541,19/04/2020,Larissa Alves,MG,1,cartao_credito,8,-18.1,-44.38
Headset,eletronicos,214.46,11.9504543429,27/07/2020,Bianca Santos,RJ,1,boleto,1,-22.25,-42.66
Micro-ondas,eletrodomesticos,409.25,31.6486244366,01/05/2020,Camila Ribeiro,BA,3,cartao_credito,1,-13.29,-41.71
Copo térmico,esporte e lazer,52.85,0.0,11/10/2020,João Souza,DF,5,cartao_credito,1,-15.83,-47.86
Mochila,esporte e lazer,132.49,4.639132983,01/05/2022,Felipe Santos,BA,5,boleto,1,-13.29,-41.71
Bola de basquete,esporte e lazer,46.18,10.2609556896,01/03/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Smart TV,eletronicos,2032.19,105.7924429185,03/02/2023,Rafael Costa,MG,5,cupom,1,-18.1,-44.38
Smart TV,eletronicos,2403.96,125.5880769842,12/11/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Blocos de montar,brinquedos,49.92,0.0,16/03/2020,Isabella Pereira,PA,5,cartao_credito,6,-3.79,-52.48
Celular Plus X42,eletronicos,2684.08,143.4502897289,06/08/2022,Isabella Pereira,RJ,4,cartao_credito,4,-22.25,-42.66
Jogo de panelas,utilidades domesticas,178.42,10.4401760728,27/01/2021,Larissa Alves,SP,3,boleto,1,-22.19,-48.79
Mesa de jantar,moveis,437.7,24.7053235682,02/07/2020,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
Xadrez de madeira,brinquedos,43.04,2.574876427,07/03/2021,Lucas Oliveira,SP,3,cupom,1,-22.19,-48.79
Iniciando em programação,livros,43.81,3.2211658768,24/12/2020,Bruno Rodrigues,RS,5,cartao_credito,4,-30.17,-53.5
Iniciando em programação,livros,63.4,3.6646360794,20/10/2020,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
Celular Plus X42,eletronicos,3380.01,180.2641408776,06/01/2022,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
Bola de vôlei,esporte e lazer,73.57,1.5018202381,06/02/2020,Isabella Pereira,SP,4,cartao_credito,3,-22.19,-48.79
Assistente virtual,eletronicos,267.11,15.1112191003,13/10/2022,Bianca Santos,SP,5,cartao_credito,6,-22.19,-48.79
Bicicleta,esporte e lazer,415.16,22.3947978433,27/09/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1552.3,82.9384309637,22/09/2022,Juliana Costa,MG,4,cartao_credito,1,-18.1,-44.38
Geladeira,eletrodomesticos,2914.2,152.7568219763,07/12/2020,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Boneca bebê,brinquedos,55.52,0.0,31/10/2020,Mariana Ferreira,RJ,5,cartao_credito,1,-22.25,-42.66
Bola de vôlei,esporte e lazer,59.54,3.8573380302,13/08/2022,João Souza,GO,3,cartao_credito,1,-15.98,-49.86
Impressora,eletronicos,333.77,15.3566874515,25/03/2023,Larissa Alves,RJ,3,cartao_credito,2,-22.25,-42.66
Lava louças,eletrodomesticos,1981.45,111.8858658637,15/07/2021,Pedro Gomes,RS,5,cartao_credito,3,-30.17,-53.5
Corda de pular,esporte e lazer,32.19,1.9971465682,16/07/2020,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
Bateria,instrumentos musicais,902.91,52.557279894,17/01/2022,Juliana Costa,CE,5,cupom,1,-5.2,-39.53
Pandeiro,instrumentos musicais,127.16,4.3553265178,07/12/2021,Thiago Silva,GO,5,cartao_credito,1,-15.98,-49.86
Mesa de jantar,moveis,476.88,22.9768644188,01/03/2022,João Souza,MG,4,cartao_credito,10,-18.1,-44.38
Dinossauro Rex,brinquedos,26.11,1.9213834757,28/10/2022,Bianca Santos,SP,4,cartao_credito,5,-22.19,-48.79
Fogão,eletrodomesticos,1319.48,70.7894449966,02/12/2022,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
Geladeira,eletrodomesticos,2128.12,116.4798040787,17/12/2022,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
Fone de ouvido,eletronicos,180.95,7.2194821957,20/04/2020,João Souza,RJ,4,cartao_credito,1,-22.25,-42.66
Cadeira de escritório,moveis,343.36,18.9698991851,15/09/2022,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
Secadora de roupas,eletrodomesticos,983.02,52.6259835877,16/09/2021,Beatriz Moraes,RJ,3,cartao_credito,6,-22.25,-42.66
Cômoda,moveis,377.46,20.6297139731,13/08/2021,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
Mochila,esporte e lazer,130.62,4.5395611087,09/01/2021,Bianca Santos,RJ,5,cupom,1,-22.25,-42.66
Boneca bebê,brinquedos,61.89,0.0,08/03/2022,Bianca Santos,BA,5,cartao_credito,3,-13.29,-41.71
Pandeiro,instrumentos musicais,95.8,5.9894769699,16/06/2021,Beatriz Moraes,MG,4,cartao_credito,3,-18.1,-44.38
Pandeiro,instrumentos musicais,121.1,4.0326497487,29/04/2021,Felipe Santos,RJ,5,boleto,1,-22.25,-42.66
Poltrona,moveis,286.77,15.5584165923,09/02/2020,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
Bicicleta,esporte e lazer,545.49,26.6301405123,15/10/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Boneca bebê,brinquedos,51.1,3.0096980828,27/09/2020,Larissa Alves,PA,5,cartao_credito,1,-3.79,-52.48
Celular Plus X42,eletronicos,2671.86,143.1569221415,05/09/2021,Thiago Silva,RJ,2,cartao_credito,8,-22.25,-42.66
Carrinho controle remoto,brinquedos,113.51,3.6285050825,16/10/2021,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
Copo térmico,esporte e lazer,64.74,4.3356254109,15/02/2021,Bruno Rodrigues,SP,3,cartao_credito,1,-22.19,-48.79
Tablet ABXY,eletronicos,2425.91,126.7568484498,21/10/2021,Lucas Oliveira,MG,4,boleto,1,-18.1,-44.38
Carrinho controle remoto,brinquedos,78.38,10.4154345879,20/11/2021,Camila Ribeiro,SP,4,cupom,1,-22.19,-48.79
Blocos de montar,brinquedos,58.58,0.0,26/10/2022,Juliana Costa,SP,2,boleto,1,-22.19,-48.79
Bola de vôlei,esporte e lazer,77.41,13.9791427453,11/05/2022,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
Copo térmico,esporte e lazer,65.09,3.7489725917,07/03/2023,Lucas Oliveira,MG,4,cartao_credito,10,-18.1,-44.38
Modelagem preditiva,livros,92.2,5.7977878002,15/11/2021,Beatriz Moraes,MG,4,cartao_credito,1,-18.1,-44.38
Smart TV,eletronicos,1993.78,106.4459128136,22/02/2022,Mariana Ferreira,MG,5,cartao_credito,5,-18.1,-44.38
Mesa de centro,moveis,282.65,12.6347012411,11/10/2020,Bruno Rodrigues,SP,4,cupom,1,-22.19,-48.79
Guarda roupas,moveis,611.48,33.0905749464,15/05/2021,Pedro Gomes,RS,5,boleto,1,-30.17,-53.5
Jogo de tabuleiro,brinquedos,266.06,15.0553097591,11/08/2021,Camila Ribeiro,DF,5,cartao_credito,2,-15.83,-47.86
TV Led UHD 4K,eletronicos,2849.1,152.594418932,28/02/2021,João Souza,PE,4,cartao_credito,2,-8.38,-37.86
Jogo de tabuleiro,brinquedos,339.4,18.9604441228,03/01/2023,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
Blocos de montar,brinquedos,34.09,2.3462944686,02/02/2023,Larissa Alves,BA,4,cartao_credito,2,-13.29,-41.71
Secadora de roupas,eletrodomesticos,1383.16,71.2335479627,08/12/2020,Beatriz Moraes,RJ,5,cartao_credito,4,-22.25,-42.66
Cama box,moveis,604.57,29.7759727758,10/11/2020,Thiago Silva,PR,5,cartao_credito,2,-24.89,-51.55
Jogo de panelas,utilidades domesticas,164.72,6.3552835221,16/06/2022,Bruno Rodrigues,RJ,5,cartao_credito,2,-22.25,-42.66
Fone de ouvido,eletronicos,188.01,10.5372318796,14/09/2020,Thiago Silva,SP,5,cartao_credito,10,-22.19,-48.79
Copo térmico,esporte e lazer,33.82,2.3319177809,24/12/2022,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
TV Led UHD 4K,eletronicos,3005.51,160.3231425248,23/02/2021,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
Guarda roupas,moveis,696.43,40.2466186802,22/06/2020,Bruno Rodrigues,MG,5,cartao_credito,8,-18.1,-44.38
Assistente virtual,eletronicos,353.53,19.3506739286,20/04/2021,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
Assistente virtual,eletronicos,297.67,13.4344710549,24/01/2023,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
Cubo mágico 8x8,brinquedos,27.93,1.770314384,29/03/2022,Mariana Ferreira,SC,5,cartao_credito,1,-27.45,-50.95
Corda de pular,esporte e lazer,10.83,0.0,20/07/2022,João Souza,CE,5,cartao_credito,10,-5.2,-39.53
Boneca bebê,brinquedos,76.34,1.6493144048,22/10/2021,Bruno Rodrigues,MG,4,boleto,1,-18.1,-44.38
Assistente virtual,eletronicos,399.49,22.1600558478,01/07/2020,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
Celular ABXY,eletronicos,1615.88,86.5718533058,24/05/2022,Juliana Costa,RJ,4,boleto,1,-22.25,-42.66
TV Led UHD 4K,eletronicos,2883.62,151.1285289733,19/06/2022,Mariana Ferreira,RS,4,boleto,1,-30.17,-53.5
Boneca bebê,brinquedos,70.34,1.3298324553,13/09/2022,Thiago Silva,SC,1,cartao_credito,1,-27.45,-50.95
Carrinho controle remoto,brinquedos,90.51,2.4038242758,10/08/2022,Lucas Oliveira,SP,4,cartao_credito,2,-22.19,-48.79
Micro-ondas,eletrodomesticos,890.99,47.9736415675,28/09/2020,Pedro Gomes,SP,5,cartao_credito,7,-22.19,-48.79
Guitarra,instrumentos musicais,1034.05,52.6444907265,12/08/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Panela de pressão,utilidades domesticas,118.33,6.5838424243,23/11/2021,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
TV Led UHD 4K,eletronicos,2499.65,133.6299470688,14/05/2020,Bruno Rodrigues,MG,5,cartao_credito,2,-18.1,-44.38
Iniciando em programação,livros,43.28,0.0,24/08/2021,Pedro Gomes,MG,1,cartao_credito,2,-18.1,-44.38
Bola de basquete,esporte e lazer,40.16,11.2327855475,21/12/2020,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
Bola de vôlei,esporte e lazer,69.59,3.9885840539,12/03/2023,Isabella Pereira,MG,5,cartao_credito,5,-18.1,-44.38
Carrinho controle remoto,brinquedos,75.39,4.540555686,26/08/2022,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
Smartwatch,eletronicos,212.49,12.2028684193,07/01/2021,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
TV Led UHD 4K,eletronicos,2905.96,152.3180667656,10/03/2023,João Souza,RS,5,cartao_credito,1,-30.17,-53.5
Celular ABXY,eletronicos,1636.88,87.8459477547,17/01/2022,Larissa Alves,PI,1,cartao_credito,1,-6.6,-42.28
Modelagem preditiva,livros,64.69,3.7276737951,02/02/2022,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
Smartwatch,eletronicos,164.36,6.3361146052,10/01/2023,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
Mochila,esporte e lazer,126.59,7.0236625749,18/04/2021,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
Pandeiro,instrumentos musicais,49.46,0.0,15/01/2021,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
Dashboards com Power BI,livros,50.3,2.961449586,21/11/2020,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
Impressora,eletronicos,301.95,17.4770444591,01/11/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Sofá retrátil,moveis,834.64,42.0265081323,24/10/2020,Felipe Santos,RJ,1,cartao_credito,1,-22.25,-42.66
Jogo de panelas,utilidades domesticas,264.86,11.6874372606,31/10/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
Bola de basquete,esporte e lazer,39.28,0.0,01/10/2022,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
Bicicleta,esporte e lazer,948.75,48.1025223434,25/12/2021,Bianca Santos,MT,4,cartao_credito,4,-12.64,-55.42
Smartwatch,eletronicos,221.58,9.3829074643,05/08/2022,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
Poltrona,moveis,313.13,17.2043350037,21/12/2022,Pedro Gomes,SP,5,cartao_credito,5,-22.19,-48.79
Violão,instrumentos musicais,456.41,25.1908746095,30/04/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Mesa de jantar,moveis,416.64,22.4679524874,16/02/2021,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
Bola de basquete,esporte e lazer,70.69,10.0059652226,09/02/2022,João Souza,PE,5,cartao_credito,1,-8.38,-37.86
Carrinho controle remoto,brinquedos,106.58,11.916999751,21/03/2020,Beatriz Moraes,SC,5,cartao_credito,1,-27.45,-50.95
Cômoda,moveis,404.67,24.711276412,29/05/2022,Lucas Oliveira,SP,2,cartao_credito,1,-22.19,-48.79
Impressora,eletronicos,446.76,24.3148909551,24/04/2022,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
Bateria,instrumentos musicais,1371.93,73.5822497058,04/06/2022,Juliana Costa,RJ,2,cartao_credito,4,-22.25,-42.66
Corda de pular,esporte e lazer,14.47,5.2505226802,27/10/2020,Lucas Oliveira,PR,5,cartao_debito,1,-24.89,-51.55
Carrinho controle remoto,brinquedos,86.79,2.205745467,30/06/2020,Bianca Santos,DF,5,cartao_credito,4,-15.83,-47.86
Cama king,moveis,574.59,33.7590052241,20/01/2021,Mariana Ferreira,PR,5,boleto,1,-24.89,-51.55
Iniciando em programação,livros,74.01,7.1046261708,13/11/2021,Juliana Costa,MA,4,cartao_credito,1,-5.42,-45.44
Headset,eletronicos,184.27,7.3962622078,21/10/2021,Mariana Ferreira,DF,1,cartao_credito,2,-15.83,-47.86
Guarda roupas,moveis,628.97,31.0751993707,25/07/2022,Larissa Alves,MG,4,boleto,1,-18.1,-44.38
Lavadora de roupas,eletrodomesticos,1820.98,97.2448326658,28/07/2022,Rafael Costa,RJ,3,cartao_credito,1,-22.25,-42.66
Bola de vôlei,esporte e lazer,67.16,4.1071724807,11/11/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Lava louças,eletrodomesticos,1609.48,85.9830939431,23/03/2020,Mariana Ferreira,RS,5,boleto,1,-30.17,-53.5
Secadora de roupas,eletrodomesticos,1514.0,85.0959839886,26/04/2020,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
