Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
Celular Plus X42,eletronicos,2036.16,108.7025203175,20/06/2021,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
Headset,eletronicos,348.94,18.8631311563,13/12/2022,Lucas Oliveira,DF,5,cartao_credito,5,-15.83,-47.86
Jogo de panelas,utilidades domesticas,276.75,17.899921247,15/10/2022,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
Assistente virtual,eletronicos,207.03,11.3068505789,23/06/2021,Pedro Gomes,RS,1,boleto,1,-30.17,-53.5
Poltrona,moveis,281.7,12.5841165991,16/10/2021,Beatriz Moraes,BA,5,cartao_credito,6,-13.29,-41.71
Headset,eletronicos,263.28,11.6033070139,03/09/2022,Pedro Gomes,GO,5,cartao_credito,3,-15.98,-49.86
Xadrez de madeira,brinquedos,49.98,0.0,27/01/2020,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Lava louças,eletrodomesticos,1411.01,75.4208144245,26/05/2021,Felipe Santos,BA,5,cupom,1,-13.29,-41.71
Modelagem preditiva,livros,70.63,4.0439609252,10/03/2020,Thiago Silva,RS,1,cartao_credito,10,-30.17,-53.5
Micro-ondas,eletrodomesticos,664.52,32.968129922,09/09/2020,Camila Ribeiro,AL,1,cartao_credito,5,-9.62,-36.82
Cama king,moveis,1174.06,63.0462674787,23/03/2021,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
Fogão,eletrodomesticos,1298.8,66.7416317517,03/10/2022,Mariana Ferreira,ES,5,cartao_credito,2,-19.19,-40.34
Bateria,instrumentos musicais,1049.21,56.7556912277,24/01/2021,Lucas Oliveira,SP,5,cartao_credito,4,-22.19,-48.79
Mesa de centro,moveis,233.29,10.0064297359,31/05/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Mochila,esporte e lazer,145.63,14.1339737513,05/03/2022,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
Tablet ABXY,eletronicos,1026.24,52.2286317222,04/01/2022,Bianca Santos,ES,5,boleto,1,-19.19,-40.34
Mesa de centro,moveis,160.67,10.207988492,13/09/2022,Mariana Ferreira,SC,5,cartao_credito,10,-27.45,-50.95
Micro-ondas,eletrodomesticos,910.41,49.8757089657,10/03/2022,Juliana Costa,SP,5,cartao_credito,6,-22.19,-48.79
Kit banquetas,moveis,438.38,23.6311929882,27/03/2021,Thiago Silva,MG,1,cartao_credito,8,-18.1,-44.38
Dinossauro Rex,brinquedos,20.42,0.0,09/12/2020,Bruno Rodrigues,SP,5,cartao_credito,7,-22.19,-48.79
Bola de basquete,esporte e lazer,38.22,2.3182259275,27/09/2020,João Souza,MG,5,boleto,1,-18.1,-44.38
Cama king,moveis,1165.43,62.5867459412,12/05/2020,Lucas Oliveira,PR,4,cartao_credito,1,-24.89,-51.55
Sofá retrátil,moveis,804.17,43.5066453826,20/01/2023,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Dinossauro Rex,brinquedos,21.43,1.672187555,31/01/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Kit banquetas,moveis,375.7,30.5109972218,10/08/2020,Juliana Costa,SP,3,cartao_credito,2,-22.19,-48.79
Modelagem preditiva,livros,82.51,16.0394374802,18/11/2022,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
Cômoda,moveis,300.76,19.1783815153,11/08/2021,Isabella Pereira,SP,1,cartao_credito,6,-22.19,-48.79
Dashboards com Power BI,livros,35.28,8.4241790464,22/10/2022,Lucas Oliveira,MG,4,boleto,1,-18.1,-44.38
Iniciando em programação,livros,83.69,12.53388862,20/05/2020,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Bola de basquete,esporte e lazer,55.28,9.3231080606,03/01/2023,Isabella Pereira,MG,3,cartao_credito,5,-18.1,-44.38
Carrinho controle remoto,brinquedos,113.95,6.5985992175,12/07/2020,Mariana Ferreira,PE,5,cartao_credito,1,-8.38,-37.86
Violão,instrumentos musicais,337.65,18.2619726212,06/03/2022,João Souza,GO,5,cartao_credito,2,-15.98,-49.86
Sofá retrátil,moveis,903.14,48.6205925154,11/07/2020,Thiago Silva,MG,4,boleto,1,-18.1,-44.38
Bola de vôlei,esporte e lazer,53.87,0.0,16/02/2021,João Souza,SP,1,cartao_credito,3,-22.19,-48.79
Modelagem preditiva,livros,85.76,2.1509010657,03/12/2021,Rafael Costa,RJ,5,cupom,1,-22.25,-42.66
Cadeira de escritório,moveis,691.18,37.3295206411,16/07/2021,Beatriz Moraes,ES,4,boleto,1,-19.19,-40.34
Lava louças,eletrodomesticos,1371.81,70.6291946081,17/05/2021,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
Smart TV,eletronicos,1737.18,90.0840479277,25/01/2023,Mariana Ferreira,CE,3,cupom,1,-5.2,-39.53
Violão,instrumentos musicais,292.41,15.8587296249,15/07/2021,Bianca Santos,RS,1,cartao_credito,10,-30.17,-53.5
Carrinho controle remoto,brinquedos,94.87,14.9088352186,25/06/2021,Rafael Costa,RJ,1,cartao_credito,3,-22.25,-42.66
Mochila,esporte e lazer,129.57,4.4836517675,10/02/2020,Bianca Santos,SC,5,cartao_debito,1,-27.45,-50.95
Boneca bebê,brinquedos,58.16,0.0,15/03/2020,Bruno Rodrigues,MG,5,cartao_credito,7,-18.1,-44.38
Dinossauro Rex,brinquedos,24.74,12.9633587757,16/06/2020,João Souza,GO,5,cartao_credito,5,-15.98,-49.86
Smartwatch,eletronicos,260.71,11.4664622455,20/06/2020,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Pandeiro,instrumentos musicais,101.92,3.0113724499,25/02/2020,João Souza,SP,4,cartao_credito,1,-22.19,-48.79
Ciência de dados com python,livros,57.79,0.0,04/08/2020,Juliana Costa,BA,4,boleto,1,-13.29,-41.71
Ciência de dados com python,livros,72.18,1.4278069198,15/08/2022,Isabella Pereira,PE,5,cartao_debito,1,-8.38,-37.86
Celular Plus X42,eletronicos,2154.75,115.6223703171,17/11/2022,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
Jogo de panelas,utilidades domesticas,235.44,13.0675762266,05/02/2021,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
Fone de ouvido,eletronicos,151.23,5.6369816055,17/05/2021,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
Lavadora de roupas,eletrodomesticos,1725.75,89.4754348137,11/10/2022,João Souza,SP,5,cupom,1,-22.19,-48.79
Assistente virtual,eletronicos,387.0,21.1376902729,15/03/2021,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
Mesa de centro,moveis,171.77,9.4293616552,03/09/2021,Felipe Santos,RJ,1,boleto,1,-22.25,-42.66
Celular Plus X42,eletronicos,2487.57,130.0400579516,13/06/2021,Rafael Costa,MS,5,cartao_credito,6,-20.51,-54.54
Tablet ABXY,eletronicos,1337.35,71.49299012,08/10/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Headset,eletronicos,191.31,7.7711210287,27/04/2022,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
Corda de pular,esporte e lazer,31.19,1.9495504801,09/07/2020,Larissa Alves,PR,5,cartao_credito,1,-24.89,-51.55
Impressora,eletronicos,499.72,27.5484344727,06/08/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,155.08,5.8419825231,31/10/2021,Juliana Costa,SP,4,cartao_credito,3,-22.19,-48.79
Pandeiro,instrumentos musicais,74.13,4.2359762992,21/04/2022,Felipe Santos,ES,1,boleto,1,-19.19,-40.34
Impressora,eletronicos,385.24,18.0973101089,19/05/2022,Camila Ribeiro,CE,4,cartao_credito,3,-5.2,-39.53
Boneca bebê,brinquedos,51.46,0.0,01/08/2022,Pedro Gomes,CE,5,cartao_credito,1,-5.2,-39.53
Ciência de dados com python,livros,78.83,10.4393957342,16/03/2022,Juliana Costa,SP,5,cartao_credito,5,-22.19,-48.79
Carrinho controle remoto,brinquedos,92.38,5.8588049158,19/10/2022,João Souza,SP,1,cartao_credito,1,-22.19,-48.79
Smart TV,eletronicos,2313.07,120.7484579181,05/12/2022,Bruno Rodrigues,GO,4,cartao_credito,1,-15.98,-49.86
Cama king,moveis,519.77,33.9181242086,07/02/2023,Larissa Alves,SC,3,cartao_credito,1,-27.45,-50.95
Impressora,eletronicos,334.86,18.3613921311,06/01/2020,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Geladeira,eletrodomesticos,2977.22,158.8111342291,03/11/2021,Mariana Ferreira,RJ,5,cartao_credito,20,-22.25,-42.66
Assistente virtual,eletronicos,317.68,17.8039194653,10/07/2022,Mariana Ferreira,PA,5,cartao_credito,2,-3.79,-52.48
Panela de pressão,utilidades domesticas,117.32,3.8313761205,18/01/2023,Lucas Oliveira,RJ,4,cartao_credito,6,-22.25,-42.66
Poltrona,moveis,260.39,11.4494232081,06/11/2020,João Souza,RS,4,cartao_credito,5,-30.17,-53.5
Lavadora de roupas,eletrodomesticos,1953.7,104.5549124712,26/06/2021,Bianca Santos,SP,1,cartao_credito,5,-22.19,-48.79
Bateria,instrumentos musicais,808.78,43.7521140138,28/04/2021,Felipe Santos,SE,1,cartao_credito,8,-10.57,-37.45
Smart TV,eletronicos,1903.25,98.9267758221,18/02/2021,Juliana Costa,SP,1,cartao_credito,2,-22.19,-48.79
Celular Plus X42,eletronicos,2583.43,138.0909800248,23/04/2020,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
Sofá retrátil,moveis,985.32,52.7484516684,18/02/2022,Camila Ribeiro,CE,4,cartao_credito,10,-5.2,-39.53
Mochila,esporte e lazer,129.88,4.5001583349,20/04/2022,Camila Ribeiro,PR,4,cartao_credito,4,-24.89,-51.55
Mesa de centro,moveis,256.87,11.2619937977,28/02/2023,Rafael Costa,RS,4,boleto,1,-30.17,-53.5
Lavadora de roupas,eletrodomesticos,1750.79,99.6039147821,12/05/2021,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
Cadeira de escritório,moveis,609.54,30.040610324,25/11/2022,Pedro Gomes,SC,5,boleto,1,-27.45,-50.95
Kit banquetas,moveis,340.47,15.7134422952,29/08/2020,João Souza,SP,5,boleto,1,-22.19,-48.79
Cama box,moveis,994.37,53.4783155587,04/08/2021,Larissa Alves,MG,4,cartao_credito,5,-18.1,-44.38
Cubo mágico 8x8,brinquedos,18.68,1.2834306152,21/06/2020,Camila Ribeiro,RJ,4,cartao_credito,2,-22.25,-42.66
Pandeiro,instrumentos musicais,68.78,4.1934326071,18/09/2022,Lucas Oliveira,SP,4,cartao_credito,10,-22.19,-48.79
Mochila,esporte e lazer,121.07,6.7297391813,21/07/2022,Beatriz Moraes,PR,4,cartao_credito,1,-24.89,-51.55
Sofá retrátil,moveis,803.61,43.6782300917,09/12/2020,Juliana Costa,RJ,5,cartao_credito,1,-22.25,-42.66
Bateria,instrumentos musicais,1094.74,55.8760506465,20/05/2020,Thiago Silva,RJ,3,cartao_credito,3,-22.25,-42.66
Lava louças,eletrodomesticos,1552.44,87.1427983456,14/02/2021,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
Fone de ouvido,eletronicos,87.67,6.0672790998,21/03/2023,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
Carrinho controle remoto,brinquedos,87.2,2.2275767336,20/07/2021,Lucas Oliveira,SC,5,boleto,1,-27.45,-50.95
Kit banquetas,moveis,458.75,22.0114964612,12/01/2020,Pedro Gomes,RJ,5,boleto,1,-22.25,-42.66
Pandeiro,instrumentos musicais,79.77,13.8284560539,25/11/2022,Larissa Alves,RJ,4,cartao_credito,3,-22.25,-42.66
Mochila,esporte e lazer,149.86,5.564033227,08/07/2021,Bruno Rodrigues,SP,3,cartao_credito,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,2446.13,127.8335026199,17/10/2022,Felipe Santos,DF,5,cartao_credito,3,-15.83,-47.86
Bateria,instrumentos musicais,891.42,45.0498723152,17/03/2020,Isabella Pereira,SP,5,cartao_credito,10,-22.19,-48.79
Lava louças,eletrodomesticos,1387.43,71.4609126168,03/03/2023,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,169.18,9.291451947,11/02/2023,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Violão,instrumentos musicais,585.2,32.5592548287,02/12/2021,Thiago Silva,MG,4,cartao_credito,3,-18.1,-44.38
Dinossauro Rex,brinquedos,20.91,1.4021714065,28/04/2021,Camila Ribeiro,BA,3,boleto,1,-13.29,-41.71
Mesa de centro,moveis,182.2,14.1816405807,06/07/2022,Felipe Santos,SP,1,cartao_credito,10,-22.19,-48.79
Guitarra,instrumentos musicais,1268.14,68.0509049125,10/09/2022,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
Cama box,moveis,723.93,38.830220535,09/11/2022,Pedro Gomes,ES,4,cartao_credito,2,-19.19,-40.34
Jogo de tabuleiro,brinquedos,334.78,18.1091537553,22/10/2021,Bianca Santos,ES,5,cartao_credito,5,-19.19,-40.34
Modelagem preditiva,livros,86.63,5.1390518715,18/08/2020,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
Tablet ABXY,eletronicos,1353.84,69.6723461691,16/04/2022,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
Celular ABXY,eletronicos,1028.95,55.0772688152,21/10/2021,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
Pandeiro,instrumentos musicais,54.87,0.0,17/03/2021,Thiago Silva,SP,4,cartao_credito,2,-22.19,-48.79
Kit banquetas,moveis,344.91,24.9110450544,24/10/2022,Pedro Gomes,SC,5,cartao_credito,2,-27.45,-50.95
Tablet ABXY,eletronicos,1733.95,89.9120601448,01/08/2020,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
Corda de pular,esporte e lazer,10.93,1.1130941433,23/07/2020,Beatriz Moraes,MG,5,cartao_credito,10,-18.1,-44.38
Impressora,eletronicos,338.71,15.61972759,03/01/2022,Lucas Oliveira,SP,2,cartao_credito,3,-22.19,-48.79
Pandeiro,instrumentos musicais,99.49,5.5806691026,10/11/2021,Rafael Costa,PR,4,cartao_credito,12,-24.89,-51.55
Fone de ouvido,eletronicos,84.6,2.0891345554,08/01/2023,Bianca Santos,SP,5,cartao_debito,1,-22.19,-48.79
Blocos de montar,brinquedos,57.22,0.0,23/02/2020,Lucas Oliveira,GO,5,boleto,1,-15.98,-49.86
Bicicleta,esporte e lazer,688.92,44.2384977363,05/07/2022,Juliana Costa,RJ,1,cartao_credito,10,-22.25,-42.66
Mesa de centro,moveis,244.8,13.7218756933,20/07/2020,João Souza,PR,5,cartao_credito,1,-24.89,-51.55
Jogo de copos,utilidades domesticas,51.65,0.0,24/10/2022,Juliana Costa,RJ,5,boleto,1,-22.25,-42.66
Dinossauro Rex,brinquedos,20.72,0.0,07/02/2020,Camila Ribeiro,SP,5,cartao_credito,8,-22.19,-48.79
Tablet ABXY,eletronicos,1205.02,61.7481288798,10/08/2022,Beatriz Moraes,PE,5,boleto,1,-8.38,-37.86
Micro-ondas,eletrodomesticos,842.33,45.13466434,23/11/2022,Felipe Santos,SP,1,cartao_credito,2,-22.19,-48.79
Carrinho controle remoto,brinquedos,100.93,5.9053233869,03/03/2020,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
Headset,eletronicos,313.06,27.1756056683,24/12/2021,Felipe Santos,DF,5,cartao_credito,1,-15.83,-47.86
Jogo de panelas,utilidades domesticas,110.76,6.4287413143,13/04/2021,Juliana Costa,SC,5,boleto,1,-27.45,-50.95
Secadora de roupas,eletrodomesticos,1125.59,57.5187203373,21/02/2020,Isabella Pereira,BA,4,cartao_credito,2,-13.29,-41.71
Carrinho controle remoto,brinquedos,106.76,8.8484651456,25/03/2021,João Souza,RJ,5,cartao_credito,2,-22.25,-42.66
Cômoda,moveis,390.46,18.3752594051,18/12/2021,Bianca Santos,DF,4,boleto,1,-15.83,-47.86
Cama king,moveis,942.89,47.7904949726,10/12/2021,Larissa Alves,RS,5,cartao_credito,7,-30.17,-53.5
Iniciando em programação,livros,78.44,4.4598199295,08/10/2020,João Souza,MT,4,cartao_credito,3,-12.64,-55.42
Cama king,moveis,897.42,48.0680411071,01/06/2021,Pedro Gomes,PB,3,cartao_credito,3,-7.28,-36.72
Smartwatch,eletronicos,261.47,11.5069299591,13/04/2020,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
Violão,instrumentos musicais,333.15,18.6790830825,18/12/2020,Juliana Costa,ES,4,cartao_credito,4,-19.19,-40.34
Cama box,moveis,935.23,50.6865991256,03/09/2022,Juliana Costa,BA,1,cupom,1,-13.29,-41.71
Celular Plus X42,eletronicos,2714.0,145.4007503674,26/07/2021,Mariana Ferreira,SP,1,cartao_credito,1,-22.19,-48.79
Sofá retrátil,moveis,866.58,43.7272170439,27/01/2023,Felipe Santos,RJ,4,cartao_credito,1,-22.25,-42.66
Geladeira,eletrodomesticos,1979.86,105.7103655941,19/03/2020,Lucas Oliveira,BA,5,cartao_credito,1,-13.29,-41.71
Smartwatch,eletronicos,288.63,18.5324955072,10/01/2020,Bianca Santos,SP,1,cartao_credito,6,-22.19,-48.79
Sofá retrátil,moveis,902.46,45.6377191024,26/03/2023,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1774.71,95.029072981,03/08/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
Pandeiro,instrumentos musicais,85.09,5.4192016899,01/11/2021,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
Dinossauro Rex,brinquedos,28.41,0.0,10/08/2022,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
Cômoda,moveis,358.97,20.7668669256,30/03/2023,Pedro Gomes,RS,4,cartao_credito,1,-30.17,-53.5
Kit banquetas,moveis,447.98,24.3846918204,22/01/2021,Pedro Gomes,MA,4,cartao_credito,1,-5.42,-45.44
Iniciando em programação,livros,76.52,4.3575857057,08/07/2022,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
Smart TV,eletronicos,1989.26,103.5065495693,16/02/2022,Bianca Santos,PR,5,boleto,1,-24.89,-51.55
Guitarra,instrumentos musicais,875.79,44.2176218365,31/01/2021,Camila Ribeiro,SP,1,cartao_credito,1,-22.19,-48.79
Corda de pular,esporte e lazer,30.12,0.0,12/08/2021,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
TV Led UHD 4K,eletronicos,2475.05,132.6773817254,17/05/2021,Isabella Pereira,RJ,5,cartao_credito,2,-22.25,-42.66
Iniciando em programação,livros,56.87,0.0,15/02/2022,João Souza,CE,5,cartao_credito,2,-5.2,-39.53
Xadrez de madeira,brinquedos,27.84,2.370811421,09/09/2022,Bianca Santos,SP,1,cartao_credito,1,-22.19,-48.79
Bicicleta,esporte e lazer,933.29,50.2211497765,24/10/2022,Isabella Pereira,BA,4,boleto,1,-13.29,-41.71
Mesa de centro,moveis,271.63,12.0479193937,12/08/2020,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
Ciência de dados com python,livros,55.49,0.0,02/08/2021,Beatriz Moraes,PA,5,cartao_credito,2,-3.79,-52.48
Cama king,moveis,966.05,49.023695298,16/03/2020,Thiago Silva,SP,3,boleto,1,-22.19,-48.79
Micro-ondas,eletrodomesticos,1034.13,55.5954159446,01/05/2021,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
Iniciando em programação,livros,41.91,3.1714292499,09/02/2021,João Souza,MG,5,cartao_credito,3,-18.1,-44.38
Fone de ouvido,eletronicos,179.82,7.1593130952,30/10/2022,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
Cama king,moveis,1134.59,61.1005163458,12/08/2021,Larissa Alves,PR,3,cartao_credito,1,-24.89,-51.55
Xadrez de madeira,brinquedos,46.33,0.0,03/10/2022,Juliana Costa,DF,3,cartao_credito,5,-15.83,-47.86
Tablet ABXY,eletronicos,1462.0,78.3733667033,10/10/2021,Beatriz Moraes,GO,5,cartao_credito,2,-15.98,-49.86
Tablet ABXY,eletronicos,2465.91,128.8867281136,08/11/2022,Mariana Ferreira,DF,1,cartao_credito,6,-15.83,-47.86
Poltrona,moveis,369.94,20.5866072461,15/12/2022,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
Sofá retrátil,moveis,906.43,48.5477965014,28/01/2020,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de tabuleiro,brinquedos,283.05,18.2353772941,19/01/2020,Juliana Costa,RJ,5,cartao_credito,1,-22.25,-42.66
Bicicleta,esporte e lazer,336.36,18.1989349055,18/08/2021,João Souza,PR,5,cartao_credito,10,-24.89,-51.55
Bola de vôlei,esporte e lazer,74.07,4.2327814797,24/05/2021,Camila Ribeiro,RJ,5,cartao_credito,4,-22.25,-42.66
Cômoda,moveis,339.44,18.761170978,24/12/2021,Juliana Costa,SP,5,cupom,1,-22.19,-48.79
Mesa de centro,moveis,258.19,11.3322798266,22/12/2020,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
Violão,instrumentos musicais,449.92,24.6438986096,12/02/2022,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
Blocos de montar,brinquedos,36.83,2.4921912256,04/02/2023,Juliana Costa,RJ,4,cartao_credito,2,-22.25,-42.66
Jogo de tabuleiro,brinquedos,315.14,17.3113614568,12/02/2021,Mariana Ferreira,BA,4,cartao_credito,8,-13.29,-41.71
Smart TV,eletronicos,2186.74,116.7261032155,05/05/2020,Bianca Santos,SP,3,cartao_credito,1,-22.19,-48.79
Guitarra,instrumentos musicais,934.21,47.3283110856,09/05/2020,Bianca Santos,BA,4,cartao_credito,1,-13.29,-41.71
Fogão,eletrodomesticos,961.13,48.7617200993,29/10/2022,Camila Ribeiro,SP,3,cartao_credito,7,-22.19,-48.79
Bicicleta,esporte e lazer,402.66,21.7235595449,19/04/2020,Larissa Alves,MG,5,cartao_credito,5,-18.1,-44.38
Panela de pressão,utilidades domesticas,104.72,6.5158727921,14/08/2022,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
Dinossauro Rex,brinquedos,19.59,0.0,01/07/2021,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,241.62,20.6675477271,12/02/2022,Beatriz Moraes,RJ,5,boleto,1,-22.25,-42.66
Kit banquetas,moveis,334.57,15.3992850448,05/07/2022,Thiago Silva,RJ,1,cartao_credito,10,-22.25,-42.66
Geladeira,eletrodomesticos,3390.15,178.0997276266,21/03/2022,Rafael Costa,RJ,5,cartao_credito,4,-22.25,-42.66
Lava louças,eletrodomesticos,1366.58,73.2973783008,13/01/2020,Isabella Pereira,RS,1,cartao_credito,7,-30.17,-53.5
Smart TV,eletronicos,1929.7,100.3351587498,24/12/2021,Juliana Costa,RS,4,cartao_credito,7,-30.17,-53.5
Fogão,eletrodomesticos,536.7,26.1620994561,12/05/2022,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
Tablet ABXY,eletronicos,1498.27,77.3628091654,17/03/2020,Juliana Costa,RJ,3,cartao_credito,4,-22.25,-42.66
Guarda roupas,moveis,617.9,30.4857551737,22/06/2020,Juliana Costa,PR,5,cartao_credito,7,-24.89,-51.55
Modelagem preditiva,livros,74.49,4.2551452162,23/12/2021,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
Corda de pular,esporte e lazer,12.77,1.2110686078,09/06/2020,Isabella Pereira,PR,5,cartao_credito,4,-24.89,-51.55
Cubo mágico 8x8,brinquedos,13.9,0.0,13/03/2021,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Headset,eletronicos,329.74,17.8407889177,15/10/2022,Rafael Costa,SP,3,boleto,1,-22.19,-48.79
Mesa de jantar,moveis,397.86,21.8718602271,26/03/2020,Lucas Oliveira,SP,5,cupom,1,-22.19,-48.79
Fone de ouvido,eletronicos,99.41,5.5820602468,01/12/2021,Bianca Santos,RJ,5,cartao_credito,1,-22.25,-42.66
Dinossauro Rex,brinquedos,26.47,2.2978630425,12/10/2021,Bianca Santos,PE,1,cartao_credito,3,-8.38,-37.86
Bola de basquete,esporte e lazer,52.22,3.0693347134,15/12/2021,Lucas Oliveira,BA,5,cartao_credito,1,-13.29,-41.71
Secadora de roupas,eletrodomesticos,1541.69,82.3791312863,10/02/2022,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
Jogo de tabuleiro,brinquedos,227.79,13.5282475623,19/06/2022,Felipe Santos,MG,5,cartao_credito,5,-18.1,-44.38
Ciência de dados com python,livros,57.46,3.5858371267,15/09/2022,Bianca Santos,RS,5,cartao_credito,1,-30.17,-53.5
Carrinho controle remoto,brinquedos,83.64,10.6955137637,14/03/2022,Larissa Alves,MS,5,cartao_credito,1,-20.51,-54.54
Cadeira de escritório,moveis,409.64,22.0952235462,15/02/2021,Pedro Gomes,RJ,3,cartao_credito,3,-22.25,-42.66
Iniciando em programação,livros,45.31,0.0,21/01/2020,Lucas Oliveira,SP,5,cartao_credito,4,-22.19,-48.79
Bola de basquete,esporte e lazer,64.15,3.946899036,13/07/2022,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1709.15,88.5915347532,01/10/2021,Beatriz Moraes,PA,5,boleto,1,-3.79,-52.48
Copo térmico,esporte e lazer,83.53,4.7308471168,01/11/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Mesa de centro,moveis,267.95,11.8519704646,18/05/2022,Camila Ribeiro,RJ,1,boleto,1,-22.25,-42.66
Pandeiro,instrumentos musicais,129.4,7.8300085447,19/05/2021,Mariana Ferreira,RS,5,cartao_credito,10,-30.17,-53.5
Mesa de jantar,moveis,498.62,27.0811194749,25/06/2022,Rafael Costa,MG,5,cupom,1,-18.1,-44.38
Panela de pressão,utilidades domesticas,121.64,6.7600899665,15/11/2022,Bruno Rodrigues,SP,5,cartao_credito,8,-22.19,-48.79
Carrinho controle remoto,brinquedos,79.49,1.8170424284,27/07/2022,Rafael Costa,SP,4,boleto,1,-22.19,-48.79
Celular ABXY,eletronicos,1520.56,78.5496846081,14/01/2021,Camila Ribeiro,SP,5,cartao_credito,5,-22.19,-48.79
Bateria,instrumentos musicais,786.43,43.5278259533,22/03/2023,João Souza,SP,4,cartao_credito,4,-22.19,-48.79
Bola de vôlei,esporte e lazer,59.06,3.8317794742,22/10/2021,Bianca Santos,SP,1,cartao_credito,4,-22.19,-48.79
Dinossauro Rex,brinquedos,28.39,7.753617478,07/09/2022,Juliana Costa,PE,3,cartao_credito,1,-8.38,-37.86
Smart TV,eletronicos,1796.72,96.201039266,13/12/2021,Juliana Costa,BA,1,cartao_credito,3,-13.29,-41.71
Guarda roupas,moveis,672.7,36.5062633974,17/05/2020,Camila Ribeiro,RS,5,cartao_credito,1,-30.17,-53.5
Cubo mágico 8x8,brinquedos,23.17,1.516858704,19/08/2021,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Xadrez de madeira,brinquedos,40.86,0.0,05/02/2020,João Souza,MG,4,cartao_credito,1,-18.1,-44.38
Lava louças,eletrodomesticos,1503.3,80.3349792789,13/05/2021,Bianca Santos,SP,1,cartao_credito,2,-22.19,-48.79
Corda de pular,esporte e lazer,23.44,0.0,08/02/2023,Bruno Rodrigues,SP,1,cartao_credito,8,-22.19,-48.79
Geladeira,eletrodomesticos,2752.36,144.1393288564,26/06/2022,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
